project,surface_type,source_path,canonical_doc_path,audience,diataxis_type,owner_status,verification_command,gap_status,reviewer_notes
pilot,service,services/content-engine,services/content-engine/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/decision-court,services/decision-court/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/finance-engine,services/finance-engine/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/founder-intel,services/founder-intel/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/gateway,services/gateway/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/launch-engine,services/launch-engine/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/mcp-server,services/mcp-server/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/memory,services/memory/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/orchestrator,services/orchestrator/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/product-factory,services/product-factory/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/seo-engine,services/seo-engine/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,service,services/yc-intel,services/yc-intel/README.md,operator,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
pilot,test-surface,tests/load,tests/load/README.md,maintainer,tutorial,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,ci-cd,.github/workflows/ci.yml,.github/workflows/README.md,operator,how-to,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,ci-cd,.github/workflows/claude-code-async-review.yml,.github/workflows/README.md,operator,how-to,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,ci-cd,.github/workflows/deploy.yml,.github/workflows/README.md,operator,how-to,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,ci-cd,.github/workflows/label-gate.yml,.github/workflows/README.md,operator,how-to,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,ci-cd,.github/workflows/release.yml,.github/workflows/README.md,operator,how-to,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,ci-cd,.github/workflows/restore-drill.yml,.github/workflows/README.md,operator,how-to,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,ci-cd,.github/workflows/security.yml,.github/workflows/README.md,operator,how-to,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/agent/package.json,apps/agent/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/agent/tsconfig.json,apps/agent/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/telegram-bot/package.json,apps/telegram-bot/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/telegram-bot/tsconfig.json,apps/telegram-bot/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/telegram-bot/vitest.config.ts,apps/telegram-bot/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/telegram-miniapp/package.json,apps/telegram-miniapp/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/telegram-miniapp/tsconfig.json,apps/telegram-miniapp/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/telegram-miniapp/vite.config.ts,apps/telegram-miniapp/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/telegram-miniapp/vitest.config.ts,apps/telegram-miniapp/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/web/next.config.ts,apps/web/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/web/package.json,apps/web/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/web/tsconfig.json,apps/web/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,apps/web/vitest.config.ts,apps/web/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,infra/digitalocean/docker-compose.yml,infra/digitalocean/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,infra/docker/docker-compose.yml,infra/docker/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/connectors/package.json,packages/connectors/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/connectors/tsconfig.json,packages/connectors/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/connectors/vitest.config.ts,packages/connectors/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/db/drizzle.config.ts,packages/db/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/db/package.json,packages/db/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/db/tsconfig.json,packages/db/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/db/vitest.config.ts,packages/db/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/helm-client/package.json,packages/helm-client/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/helm-client/tsconfig.json,packages/helm-client/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/legacy-audit/package.json,packages/legacy-audit/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/legacy-audit/tsconfig.json,packages/legacy-audit/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/sandbox/package.json,packages/sandbox/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/sandbox/tsconfig.json,packages/sandbox/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/shared/package.json,packages/shared/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/shared/tsconfig.json,packages/shared/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,packages/shared/vitest.config.ts,packages/shared/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,pipelines/intelligence/requirements.txt,pipelines/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,pipelines/scraper/requirements.txt,pipelines/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,pipelines/yc-scraper/requirements.txt,pipelines/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/application-engine/package.json,services/application-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/application-engine/tsconfig.json,services/application-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/cofounder-engine/package.json,services/cofounder-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/cofounder-engine/tsconfig.json,services/cofounder-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/cofounder-engine/vitest.config.ts,services/cofounder-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/content-engine/package.json,services/content-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/content-engine/tsconfig.json,services/content-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/decision-court/package.json,services/decision-court/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/decision-court/tsconfig.json,services/decision-court/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/decision-court/vitest.config.ts,services/decision-court/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/finance-engine/package.json,services/finance-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/finance-engine/tsconfig.json,services/finance-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/finance-engine/vitest.config.ts,services/finance-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/founder-intel/package.json,services/founder-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/founder-intel/tsconfig.json,services/founder-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/founder-intel/vitest.config.ts,services/founder-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/gateway/package.json,services/gateway/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/gateway/tsconfig.json,services/gateway/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/gateway/vitest.config.ts,services/gateway/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/launch-engine/package.json,services/launch-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/launch-engine/tsconfig.json,services/launch-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/launch-engine/vitest.config.ts,services/launch-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/mcp-server/package.json,services/mcp-server/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/mcp-server/tsconfig.json,services/mcp-server/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/memory/package.json,services/memory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/memory/tsconfig.json,services/memory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/memory/vitest.config.ts,services/memory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/orchestrator/package.json,services/orchestrator/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/orchestrator/tsconfig.json,services/orchestrator/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/orchestrator/vitest.config.ts,services/orchestrator/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/product-factory/package.json,services/product-factory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/product-factory/tsconfig.json,services/product-factory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/product-factory/vitest.config.ts,services/product-factory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
